# time  field_L1  field_L2  field_Linf  numeric_E_left  exact_E_left  error_E_left  numeric_E_right  exact_E_right  error_E_right  numeric_E_body  exact_E_body  error_E_body
9.89628440e-02  1.91620039e-04  2.48251968e-04  3.84043039e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34589737e+00  2.34898875e+00  3.09137885e-03  2.56250981e+00  2.56560087e+00  3.09105509e-03
9.91030180e-02  1.91628753e-04  2.48263390e-04  3.84061244e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34599190e+00  2.34908330e+00  3.09139705e-03  2.56260434e+00  2.56569542e+00  3.09107330e-03
9.92431920e-02  1.91637468e-04  2.48274813e-04  3.84079450e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34608642e+00  2.34917784e+00  3.09141526e-03  2.56269887e+00  2.56578996e+00  3.09109151e-03
9.93833660e-02  1.91646182e-04  2.48286233e-04  3.84097653e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34618094e+00  2.34927237e+00  3.09143346e-03  2.56279338e+00  2.56588449e+00  3.09110971e-03
9.95235400e-02  1.91654896e-04  2.48297655e-04  3.84115859e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34627545e+00  2.34936690e+00  3.09145167e-03  2.56288789e+00  2.56597902e+00  3.09112791e-03
9.96637140e-02  1.91663611e-04  2.48309078e-04  3.84134064e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34636996e+00  2.34946143e+00  3.09146987e-03  2.56298240e+00  2.56607354e+00  3.09114612e-03
9.98038880e-02  1.91672324e-04  2.48320499e-04  3.84152267e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34646446e+00  2.34955594e+00  3.09148808e-03  2.56307690e+00  2.56616806e+00  3.09116432e-03
9.99440620e-02  1.91681037e-04  2.48331918e-04  3.84170468e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34655895e+00  2.34965045e+00  3.09150628e-03  2.56317139e+00  2.56626257e+00  3.09118252e-03
1.00084236e-01  1.91689751e-04  2.48343340e-04  3.84188671e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34665343e+00  2.34974496e+00  3.09152448e-03  2.56326588e+00  2.56635708e+00  3.09120073e-03
1.00224410e-01  1.91698464e-04  2.48354760e-04  3.84206872e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34674791e+00  2.34983946e+00  3.09154268e-03  2.56336036e+00  2.56645157e+00  3.09121893e-03
1.00364584e-01  1.91707176e-04  2.48366179e-04  3.84225072e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34684239e+00  2.34993395e+00  3.09156088e-03  2.56345483e+00  2.56654607e+00  3.09123713e-03
1.00504758e-01  1.91715889e-04  2.48377599e-04  3.84243273e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34693686e+00  2.35002844e+00  3.09157908e-03  2.56354930e+00  2.56664055e+00  3.09125533e-03
1.00644932e-01  1.91724601e-04  2.48389017e-04  3.84261471e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34703132e+00  2.35012292e+00  3.09159728e-03  2.56364376e+00  2.56673503e+00  3.09127353e-03
1.00785106e-01  1.91733314e-04  2.48400438e-04  3.84279673e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34712578e+00  2.35021739e+00  3.09161548e-03  2.56373822e+00  2.56682951e+00  3.09129173e-03
1.00925280e-01  1.91742025e-04  2.48411855e-04  3.84297870e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34722023e+00  2.35031186e+00  3.09163368e-03  2.56383267e+00  2.56692398e+00  3.09130993e-03
1.01065454e-01  1.91750736e-04  2.48423272e-04  3.84316066e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34731467e+00  2.35040632e+00  3.09165188e-03  2.56392711e+00  2.56701844e+00  3.09132812e-03
1.01205628e-01  1.91759449e-04  2.48434691e-04  3.84334265e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34740911e+00  2.35050078e+00  3.09167008e-03  2.56402155e+00  2.56711290e+00  3.09134632e-03
1.01345802e-01  1.91768159e-04  2.48446108e-04  3.84352461e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34750354e+00  2.35059523e+00  3.09168827e-03  2.56411598e+00  2.56720735e+00  3.09136452e-03
1.01485976e-01  1.91776871e-04  2.48457526e-04  3.84370658e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34759797e+00  2.35068967e+00  3.09170647e-03  2.56421041e+00  2.56730179e+00  3.09138271e-03
1.01626150e-01  1.91785581e-04  2.48468942e-04  3.84388852e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34769239e+00  2.35078411e+00  3.09172466e-03  2.56430483e+00  2.56739623e+00  3.09140091e-03
1.01766324e-01  1.91794292e-04  2.48480359e-04  3.84407048e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34778680e+00  2.35087855e+00  3.09174286e-03  2.56439924e+00  2.56749066e+00  3.09141910e-03
1.01906498e-01  1.91803004e-04  2.48491777e-04  3.84425244e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34788121e+00  2.35097297e+00  3.09176105e-03  2.56449365e+00  2.56758509e+00  3.09143730e-03
1.02046672e-01  1.91811712e-04  2.48503191e-04  3.84443435e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34797561e+00  2.35106739e+00  3.09177924e-03  2.56458805e+00  2.56767951e+00  3.09145549e-03
1.02186846e-01  1.91820423e-04  2.48514607e-04  3.84461628e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34807001e+00  2.35116181e+00  3.09179744e-03  2.56468245e+00  2.56777392e+00  3.09147368e-03
1.02327020e-01  1.91829132e-04  2.48526022e-04  3.84479820e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34816440e+00  2.35125622e+00  3.09181563e-03  2.56477684e+00  2.56786833e+00  3.09149188e-03
1.02467194e-01  1.91837842e-04  2.48537437e-04  3.84498012e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34825878e+00  2.35135062e+00  3.09183382e-03  2.56487123e+00  2.56796274e+00  3.09151007e-03
1.02607368e-01  1.91846551e-04  2.48548852e-04  3.84516203e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34835316e+00  2.35144501e+00  3.09185201e-03  2.56496560e+00  2.56805713e+00  3.09152826e-03
1.02747542e-01  1.91855260e-04  2.48560266e-04  3.84534394e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34844753e+00  2.35153940e+00  3.09187020e-03  2.56505998e+00  2.56815152e+00  3.09154645e-03
1.02887716e-01  1.91863969e-04  2.48571681e-04  3.84552584e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34854190e+00  2.35163379e+00  3.09188839e-03  2.56515434e+00  2.56824591e+00  3.09156464e-03
1.03027890e-01  1.91872677e-04  2.48583094e-04  3.84570774e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34863626e+00  2.35172817e+00  3.09190658e-03  2.56524870e+00  2.56834029e+00  3.09158283e-03
1.03168064e-01  1.91881387e-04  2.48594509e-04  3.84588964e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34873062e+00  2.35182254e+00  3.09192477e-03  2.56534306e+00  2.56843466e+00  3.09160102e-03
1.03308238e-01  1.91890095e-04  2.48605922e-04  3.84607152e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34882496e+00  2.35191691e+00  3.09194296e-03  2.56543741e+00  2.56852902e+00  3.09161921e-03
1.03448412e-01  1.91898802e-04  2.48617334e-04  3.84625338e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34891931e+00  2.35201127e+00  3.09196115e-03  2.56553175e+00  2.56862339e+00  3.09163739e-03
1.03588586e-01  1.91907510e-04  2.48628747e-04  3.84643525e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34901364e+00  2.35210562e+00  3.09197934e-03  2.56562608e+00  2.56871774e+00  3.09165558e-03
1.03728760e-01  1.91916217e-04  2.48640158e-04  3.84661711e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34910797e+00  2.35219997e+00  3.09199752e-03  2.56572041e+00  2.56881209e+00  3.09167377e-03
1.03868934e-01  1.91924924e-04  2.48651570e-04  3.84679897e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34920230e+00  2.35229431e+00  3.09201571e-03  2.56581474e+00  2.56890643e+00  3.09169195e-03
1.04009108e-01  1.91933631e-04  2.48662982e-04  3.84698082e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34929662e+00  2.35238865e+00  3.09203389e-03  2.56590906e+00  2.56900077e+00  3.09171014e-03
1.04149282e-01  1.91942338e-04  2.48674393e-04  3.84716267e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34939093e+00  2.35248298e+00  3.09205208e-03  2.56600337e+00  2.56909510e+00  3.09172832e-03
1.04289456e-01  1.91951045e-04  2.48685805e-04  3.84734452e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34948523e+00  2.35257730e+00  3.09207026e-03  2.56609768e+00  2.56918942e+00  3.09174651e-03
1.04429630e-01  1.91959750e-04  2.48697214e-04  3.84752633e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34957953e+00  2.35267162e+00  3.09208844e-03  2.56619198e+00  2.56928374e+00  3.09176469e-03
1.04569804e-01  1.91968457e-04  2.48708625e-04  3.84770817e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34967383e+00  2.35276594e+00  3.09210663e-03  2.56628627e+00  2.56937805e+00  3.09178287e-03
1.04709978e-01  1.91977164e-04  2.48720036e-04  3.84789000e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34976812e+00  2.35286024e+00  3.09212481e-03  2.56638056e+00  2.56947236e+00  3.09180106e-03
1.04850152e-01  1.91985868e-04  2.48731444e-04  3.84807179e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34986240e+00  2.35295454e+00  3.09214299e-03  2.56647484e+00  2.56956666e+00  3.09181924e-03
1.04990326e-01  1.91994575e-04  2.48742855e-04  3.84825363e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.34995668e+00  2.35304884e+00  3.09216117e-03  2.56656912e+00  2.56966096e+00  3.09183742e-03
1.05130500e-01  1.92003279e-04  2.48754263e-04  3.84843542e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35005095e+00  2.35314313e+00  3.09217935e-03  2.56666339e+00  2.56975524e+00  3.09185560e-03
1.05270674e-01  1.92011984e-04  2.48765672e-04  3.84861722e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35014521e+00  2.35323741e+00  3.09219753e-03  2.56675765e+00  2.56984953e+00  3.09187378e-03
1.05410848e-01  1.92020690e-04  2.48777081e-04  3.84879902e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35023947e+00  2.35333169e+00  3.09221571e-03  2.56685191e+00  2.56994380e+00  3.09189196e-03
1.05551022e-01  1.92029393e-04  2.48788487e-04  3.84898078e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35033372e+00  2.35342596e+00  3.09223389e-03  2.56694616e+00  2.57003807e+00  3.09191013e-03
1.05691196e-01  1.92038098e-04  2.48799896e-04  3.84916258e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35042797e+00  2.35352022e+00  3.09225207e-03  2.56704041e+00  2.57013234e+00  3.09192831e-03
1.05831370e-01  1.92046803e-04  2.48811304e-04  3.84934435e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35052221e+00  2.35361448e+00  3.09227025e-03  2.56713465e+00  2.57022660e+00  3.09194649e-03
1.05971544e-01  1.92055506e-04  2.48822710e-04  3.84952612e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35061644e+00  2.35370873e+00  3.09228842e-03  2.56722889e+00  2.57032085e+00  3.09196467e-03
1.06111718e-01  1.92064210e-04  2.48834118e-04  3.84970788e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35071067e+00  2.35380298e+00  3.09230660e-03  2.56732311e+00  2.57041510e+00  3.09198284e-03
1.06251892e-01  1.92072913e-04  2.48845524e-04  3.84988963e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35080490e+00  2.35389722e+00  3.09232477e-03  2.56741734e+00  2.57050934e+00  3.09200102e-03
1.06392066e-01  1.92081617e-04  2.48856930e-04  3.85007139e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35089911e+00  2.35399146e+00  3.09234295e-03  2.56751155e+00  2.57060357e+00  3.09201919e-03
1.06532240e-01  1.92090320e-04  2.48868337e-04  3.85025314e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35099332e+00  2.35408568e+00  3.09236112e-03  2.56760576e+00  2.57069780e+00  3.09203737e-03
1.06672414e-01  1.92099022e-04  2.48879741e-04  3.85043486e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35108753e+00  2.35417991e+00  3.09237930e-03  2.56769997e+00  2.57079202e+00  3.09205554e-03
1.06812588e-01  1.92107725e-04  2.48891147e-04  3.85061660e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35118173e+00  2.35427412e+00  3.09239747e-03  2.56779417e+00  2.57088624e+00  3.09207372e-03
1.06952762e-01  1.92116428e-04  2.48902552e-04  3.85079833e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35127592e+00  2.35436834e+00  3.09241564e-03  2.56788836e+00  2.57098045e+00  3.09209189e-03
1.07092936e-01  1.92125130e-04  2.48913957e-04  3.85098005e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35137011e+00  2.35446254e+00  3.09243381e-03  2.56798255e+00  2.57107466e+00  3.09211006e-03
1.07233110e-01  1.92133832e-04  2.48925361e-04  3.85116176e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35146429e+00  2.35455674e+00  3.09245199e-03  2.56807673e+00  2.57116886e+00  3.09212823e-03
1.07373284e-01  1.92142533e-04  2.48936765e-04  3.85134347e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35155846e+00  2.35465093e+00  3.09247016e-03  2.56817090e+00  2.57126305e+00  3.09214640e-03
1.07513458e-01  1.92151235e-04  2.48948169e-04  3.85152517e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35165263e+00  2.35474512e+00  3.09248833e-03  2.56826507e+00  2.57135724e+00  3.09216457e-03
1.07653632e-01  1.92159936e-04  2.48959571e-04  3.85170686e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35174679e+00  2.35483930e+00  3.09250650e-03  2.56835924e+00  2.57145142e+00  3.09218274e-03
1.07793806e-01  1.92168637e-04  2.48970975e-04  3.85188855e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35184095e+00  2.35493348e+00  3.09252467e-03  2.56845339e+00  2.57154559e+00  3.09220091e-03
1.07933980e-01  1.92177338e-04  2.48982377e-04  3.85207023e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35193510e+00  2.35502765e+00  3.09254283e-03  2.56854754e+00  2.57163976e+00  3.09221908e-03
1.08074154e-01  1.92186038e-04  2.48993780e-04  3.85225191e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35202925e+00  2.35512181e+00  3.09256100e-03  2.56864169e+00  2.57173393e+00  3.09223725e-03
1.08214328e-01  1.92194738e-04  2.49005182e-04  3.85243358e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35212339e+00  2.35521597e+00  3.09257917e-03  2.56873583e+00  2.57182808e+00  3.09225541e-03
1.08354502e-01  1.92203438e-04  2.49016583e-04  3.85261524e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35221752e+00  2.35531012e+00  3.09259733e-03  2.56882996e+00  2.57192224e+00  3.09227358e-03
1.08494676e-01  1.92212138e-04  2.49027985e-04  3.85279690e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35231165e+00  2.35540426e+00  3.09261550e-03  2.56892409e+00  2.57201638e+00  3.09229175e-03
1.08634850e-01  1.92220838e-04  2.49039386e-04  3.85297857e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35240577e+00  2.35549840e+00  3.09263367e-03  2.56901821e+00  2.57211052e+00  3.09230991e-03
1.08775024e-01  1.92229538e-04  2.49050788e-04  3.85316022e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35249988e+00  2.35559254e+00  3.09265183e-03  2.56911233e+00  2.57220465e+00  3.09232808e-03
1.08915198e-01  1.92238238e-04  2.49062189e-04  3.85334187e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35259399e+00  2.35568666e+00  3.09267000e-03  2.56920643e+00  2.57229878e+00  3.09234624e-03
1.09055372e-01  1.92246936e-04  2.49073588e-04  3.85352349e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35268810e+00  2.35578079e+00  3.09268816e-03  2.56930054e+00  2.57239290e+00  3.09236440e-03
1.09195546e-01  1.92255635e-04  2.49084988e-04  3.85370512e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35278219e+00  2.35587490e+00  3.09270632e-03  2.56939464e+00  2.57248702e+00  3.09238257e-03
1.09335720e-01  1.92264333e-04  2.49096387e-04  3.85388674e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35287629e+00  2.35596901e+00  3.09272448e-03  2.56948873e+00  2.57258113e+00  3.09240073e-03
1.09475894e-01  1.92273032e-04  2.49107787e-04  3.85406836e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35297037e+00  2.35606311e+00  3.09274265e-03  2.56958281e+00  2.57267523e+00  3.09241889e-03
1.09616068e-01  1.92281730e-04  2.49119185e-04  3.85424997e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35306445e+00  2.35615721e+00  3.09276081e-03  2.56967689e+00  2.57276933e+00  3.09243705e-03
1.09756242e-01  1.92290427e-04  2.49130583e-04  3.85443156e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35315853e+00  2.35625130e+00  3.09277897e-03  2.56977097e+00  2.57286342e+00  3.09245521e-03
1.09896416e-01  1.92299124e-04  2.49141981e-04  3.85461316e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35325259e+00  2.35634539e+00  3.09279713e-03  2.56986503e+00  2.57295751e+00  3.09247337e-03
1.10036590e-01  1.92307822e-04  2.49153379e-04  3.85479475e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35334666e+00  2.35643947e+00  3.09281529e-03  2.56995910e+00  2.57305159e+00  3.09249153e-03
1.10176764e-01  1.92316520e-04  2.49164778e-04  3.85497636e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35344071e+00  2.35653354e+00  3.09283345e-03  2.57005315e+00  2.57314566e+00  3.09250969e-03
1.10316938e-01  1.92325217e-04  2.49176175e-04  3.85515794e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35353476e+00  2.35662761e+00  3.09285160e-03  2.57014720e+00  2.57323973e+00  3.09252785e-03
1.10457112e-01  1.92333913e-04  2.49187571e-04  3.85533949e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35362881e+00  2.35672167e+00  3.09286976e-03  2.57024125e+00  2.57333379e+00  3.09254601e-03
1.10597286e-01  1.92342609e-04  2.49198968e-04  3.85552107e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35372284e+00  2.35681573e+00  3.09288792e-03  2.57033528e+00  2.57342785e+00  3.09256416e-03
1.10737460e-01  1.92351306e-04  2.49210364e-04  3.85570263e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35381688e+00  2.35690978e+00  3.09290607e-03  2.57042932e+00  2.57352190e+00  3.09258232e-03
1.10877634e-01  1.92360002e-04  2.49221760e-04  3.85588419e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35391090e+00  2.35700383e+00  3.09292423e-03  2.57052334e+00  2.57361594e+00  3.09260047e-03
1.11017808e-01  1.92368698e-04  2.49233156e-04  3.85606574e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35400492e+00  2.35709786e+00  3.09294238e-03  2.57061736e+00  2.57370998e+00  3.09261863e-03
1.11157982e-01  1.92377393e-04  2.49244551e-04  3.85624728e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35409894e+00  2.35719190e+00  3.09296054e-03  2.57071138e+00  2.57380401e+00  3.09263678e-03
1.11298156e-01  1.92386089e-04  2.49255946e-04  3.85642882e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35419294e+00  2.35728592e+00  3.09297869e-03  2.57080539e+00  2.57389804e+00  3.09265494e-03
1.11438330e-01  1.92394784e-04  2.49267341e-04  3.85661035e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35428695e+00  2.35737994e+00  3.09299685e-03  2.57089939e+00  2.57399206e+00  3.09267309e-03
1.11578504e-01  1.92403478e-04  2.49278735e-04  3.85679187e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35438094e+00  2.35747396e+00  3.09301500e-03  2.57099339e+00  2.57408608e+00  3.09269124e-03
1.11718678e-01  1.92412174e-04  2.49290130e-04  3.85697341e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35447493e+00  2.35756797e+00  3.09303315e-03  2.57108738e+00  2.57418009e+00  3.09270940e-03
1.11858852e-01  1.92420867e-04  2.49301523e-04  3.85715490e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35456892e+00  2.35766197e+00  3.09305130e-03  2.57118136e+00  2.57427409e+00  3.09272755e-03
1.11999026e-01  1.92429561e-04  2.49312915e-04  3.85733640e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35466290e+00  2.35775597e+00  3.09306945e-03  2.57127534e+00  2.57436809e+00  3.09274570e-03
1.12139200e-01  1.92438256e-04  2.49324309e-04  3.85751791e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35475687e+00  2.35784996e+00  3.09308760e-03  2.57136931e+00  2.57446208e+00  3.09276385e-03
1.12279374e-01  1.92446950e-04  2.49335702e-04  3.85769941e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35485084e+00  2.35794394e+00  3.09310575e-03  2.57146328e+00  2.57455606e+00  3.09278200e-03
1.12419548e-01  1.92455644e-04  2.49347096e-04  3.85788092e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35494480e+00  2.35803792e+00  3.09312390e-03  2.57155724e+00  2.57465004e+00  3.09280015e-03
1.12559722e-01  1.92464336e-04  2.49358487e-04  3.85806238e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35503875e+00  2.35813190e+00  3.09314205e-03  2.57165120e+00  2.57474401e+00  3.09281829e-03
1.12699896e-01  1.92473030e-04  2.49369879e-04  3.85824387e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35513270e+00  2.35822586e+00  3.09316020e-03  2.57174515e+00  2.57483798e+00  3.09283644e-03
1.12840070e-01  1.92481722e-04  2.49381270e-04  3.85842533e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35522665e+00  2.35831983e+00  3.09317834e-03  2.57183909e+00  2.57493194e+00  3.09285459e-03
1.12980244e-01  1.92490415e-04  2.49392662e-04  3.85860680e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35532058e+00  2.35841378e+00  3.09319649e-03  2.57193303e+00  2.57502590e+00  3.09287274e-03
1.13120418e-01  1.92499107e-04  2.49404052e-04  3.85878826e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35541452e+00  2.35850773e+00  3.09321464e-03  2.57202696e+00  2.57511985e+00  3.09289088e-03
1.13260592e-01  1.92507801e-04  2.49415444e-04  3.85896973e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35550844e+00  2.35860167e+00  3.09323278e-03  2.57212088e+00  2.57521379e+00  3.09290903e-03
1.13400766e-01  1.92516491e-04  2.49426832e-04  3.85915115e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35560236e+00  2.35869561e+00  3.09325092e-03  2.57221480e+00  2.57530773e+00  3.09292717e-03
1.13540940e-01  1.92525183e-04  2.49438223e-04  3.85933260e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35569627e+00  2.35878954e+00  3.09326907e-03  2.57230872e+00  2.57540166e+00  3.09294532e-03
1.13681114e-01  1.92533876e-04  2.49449613e-04  3.85951405e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35579018e+00  2.35888347e+00  3.09328721e-03  2.57240262e+00  2.57549559e+00  3.09296346e-03
1.13821288e-01  1.92542566e-04  2.49461001e-04  3.85969546e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35588408e+00  2.35897739e+00  3.09330536e-03  2.57249653e+00  2.57558951e+00  3.09298160e-03
1.13961462e-01  1.92551258e-04  2.49472392e-04  3.85987690e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35597798e+00  2.35907130e+00  3.09332350e-03  2.57259042e+00  2.57568342e+00  3.09299975e-03
1.14101636e-01  1.92559948e-04  2.49483779e-04  3.86005830e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35607187e+00  2.35916521e+00  3.09334164e-03  2.57268431e+00  2.57577733e+00  3.09301789e-03
1.14241810e-01  1.92568638e-04  2.49495167e-04  3.86023971e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35616576e+00  2.35925911e+00  3.09335978e-03  2.57277820e+00  2.57587123e+00  3.09303603e-03
1.14381984e-01  1.92577329e-04  2.49506556e-04  3.86042112e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35625963e+00  2.35935301e+00  3.09337792e-03  2.57287207e+00  2.57596513e+00  3.09305417e-03
1.14522158e-01  1.92586019e-04  2.49517943e-04  3.86060252e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35635351e+00  2.35944690e+00  3.09339606e-03  2.57296595e+00  2.57605902e+00  3.09307231e-03
1.14662332e-01  1.92594710e-04  2.49529332e-04  3.86078393e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35644737e+00  2.35954079e+00  3.09341420e-03  2.57305981e+00  2.57615290e+00  3.09309045e-03
1.14802506e-01  1.92603397e-04  2.49540716e-04  3.86096527e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35654123e+00  2.35963467e+00  3.09343234e-03  2.57315367e+00  2.57624678e+00  3.09310858e-03
1.14942680e-01  1.92612088e-04  2.49552104e-04  3.86114667e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35663509e+00  2.35972854e+00  3.09345048e-03  2.57324753e+00  2.57634066e+00  3.09312672e-03
1.15082854e-01  1.92620777e-04  2.49563489e-04  3.86132804e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35672894e+00  2.35982240e+00  3.09346861e-03  2.57334138e+00  2.57643452e+00  3.09314486e-03
1.15223028e-01  1.92629466e-04  2.49574877e-04  3.86150942e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35682278e+00  2.35991627e+00  3.09348675e-03  2.57343522e+00  2.57652838e+00  3.09316300e-03
1.15363202e-01  1.92638155e-04  2.49586263e-04  3.86169079e-04  2.13904786e-01  2.16612118e-01  2.70733176e-03  2.35691662e+00  2.36001012e+00  3.09350489e-03  2.57352906e+00  2.57662224e+00  3.09318113e-03
